survived,pclass,sex,age,sibsp,parch,fare,embarked,deck,embark_town,family_size,is_alone,age_group,fare_per_person,is_male
0,3,male,24.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,1,male,28.0,0,0,27.7208,C,C,Cherbourg,1,1,young_adult,27.7208,1
0,3,male,23.5,0,0,7.2292,C,C,Cherbourg,1,1,young_adult,7.2292,1
0,1,female,2.0,1,2,151.55,S,C,Southampton,4,0,child,37.8875,0
1,1,male,28.0,0,0,30.5,S,C,Southampton,1,1,young_adult,30.5,1
1,1,female,50.0,0,1,247.5208,C,B,Cherbourg,2,0,adult,123.7604,0
1,3,female,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,0
1,3,male,28.0,2,0,23.25,Q,C,Queenstown,3,0,young_adult,7.75,1
0,3,male,19.0,0,0,0.0,S,C,Southampton,1,1,young_adult,0.0,1
1,2,female,28.0,0,0,12.35,Q,E,Queenstown,1,1,young_adult,12.35,0
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
1,1,male,0.92,1,2,151.55,S,C,Southampton,4,0,child,37.8875,1
1,1,female,28.0,0,0,110.8833,C,C,Cherbourg,1,1,young_adult,110.8833,0
1,1,female,17.0,1,0,108.9,C,C,Cherbourg,2,0,teen,54.45,0
0,2,male,30.0,1,0,24.0,C,C,Cherbourg,2,0,young_adult,12.0,1
1,1,female,30.0,0,0,56.9292,C,E,Cherbourg,1,1,young_adult,56.9292,0
1,1,female,24.0,0,0,83.1583,C,C,Cherbourg,1,1,young_adult,83.1583,0
1,1,female,18.0,2,2,262.375,C,B,Cherbourg,5,0,teen,52.475,0
0,2,female,26.0,1,1,26.0,S,C,Southampton,3,0,young_adult,8.666666666666666,0
0,3,male,28.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,2,male,43.0,1,1,26.25,S,C,Southampton,3,0,adult,8.75,1
1,3,female,26.0,0,0,7.8542,S,C,Southampton,1,1,young_adult,7.8542,0
1,2,female,24.0,1,0,26.0,S,C,Southampton,2,0,young_adult,13.0,0
0,2,male,54.0,0,0,14.0,S,C,Southampton,1,1,adult,14.0,1
1,1,female,31.0,0,2,164.8667,S,C,Southampton,3,0,young_adult,54.95556666666667,0
1,1,female,40.0,1,1,134.5,C,E,Cherbourg,3,0,adult,44.833333333333336,0
0,3,male,22.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,1
0,3,male,27.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
1,2,female,30.0,0,0,12.35,Q,C,Queenstown,1,1,young_adult,12.35,0
1,2,female,22.0,1,1,29.0,S,C,Southampton,3,0,young_adult,9.666666666666666,0
0,3,male,28.0,8,2,69.55,S,C,Southampton,11,0,young_adult,6.322727272727272,1
1,1,female,36.0,0,0,135.6333,C,C,Cherbourg,1,1,adult,135.6333,0
0,3,male,61.0,0,0,6.2375,S,C,Southampton,1,1,senior,6.2375,1
1,2,female,36.0,0,0,13.0,S,D,Southampton,1,1,adult,13.0,0
1,3,female,31.0,1,1,20.525,S,C,Southampton,3,0,young_adult,6.841666666666666,0
1,1,female,16.0,0,1,57.9792,C,B,Cherbourg,2,0,teen,28.9896,0
1,3,female,28.0,2,0,23.25,Q,C,Queenstown,3,0,young_adult,7.75,0
0,1,male,45.5,0,0,28.5,S,C,Southampton,1,1,adult,28.5,1
0,1,male,38.0,0,1,153.4625,S,C,Southampton,2,0,adult,76.73125,1
0,3,male,16.0,2,0,18.0,S,C,Southampton,3,0,teen,6.0,1
1,1,female,28.0,1,0,133.65,S,C,Southampton,2,0,young_adult,66.825,0
0,3,male,28.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,1,male,29.0,1,0,66.6,S,C,Southampton,2,0,young_adult,33.3,1
1,1,female,41.0,0,0,134.5,C,E,Cherbourg,1,1,adult,134.5,0
1,3,male,45.0,0,0,8.05,S,C,Southampton,1,1,adult,8.05,1
0,1,male,45.0,0,0,35.5,S,C,Southampton,1,1,adult,35.5,1
1,2,male,2.0,1,1,26.0,S,F,Southampton,3,0,child,8.666666666666666,1
1,1,female,24.0,3,2,263.0,S,C,Southampton,6,0,young_adult,43.833333333333336,0
0,2,male,28.0,0,0,13.0,S,C,Southampton,1,1,young_adult,13.0,1
0,2,male,25.0,0,0,13.0,S,C,Southampton,1,1,young_adult,13.0,1
0,2,male,36.0,0,0,13.0,S,C,Southampton,1,1,adult,13.0,1
1,2,female,24.0,0,0,13.0,S,F,Southampton,1,1,young_adult,13.0,0
1,2,female,40.0,0,0,13.0,S,C,Southampton,1,1,adult,13.0,0
1,3,female,28.0,1,0,16.1,S,C,Southampton,2,0,young_adult,8.05,0
1,3,male,3.0,1,1,15.9,S,C,Southampton,3,0,child,5.3,1
0,3,male,42.0,0,0,8.6625,S,C,Southampton,1,1,adult,8.6625,1
0,3,male,23.0,0,0,9.225,S,C,Southampton,1,1,young_adult,9.225,1
0,1,male,28.0,0,0,35.0,S,C,Southampton,1,1,young_adult,35.0,1
0,3,male,15.0,1,1,7.2292,C,C,Cherbourg,3,0,teen,2.409733333333333,1
0,3,male,25.0,1,0,17.8,S,C,Southampton,2,0,young_adult,8.9,1
0,3,male,28.0,0,0,7.225,C,C,Cherbourg,1,1,young_adult,7.225,1
0,3,male,28.0,0,0,9.5,S,C,Southampton,1,1,young_adult,9.5,1
1,1,female,22.0,0,1,55.0,S,E,Southampton,2,0,young_adult,27.5,0
0,2,female,38.0,0,0,13.0,S,C,Southampton,1,1,adult,13.0,0
1,3,female,28.0,0,0,7.8792,Q,C,Queenstown,1,1,young_adult,7.8792,0
1,3,female,28.0,0,0,7.8792,Q,C,Queenstown,1,1,young_adult,7.8792,0
0,3,male,40.0,1,4,27.9,S,C,Southampton,6,0,adult,4.6499999999999995,1
0,2,male,29.0,1,0,27.7208,C,C,Cherbourg,2,0,young_adult,13.8604,1
0,3,female,45.0,0,1,14.4542,C,C,Cherbourg,2,0,adult,7.2271,0
0,3,male,35.0,0,0,7.05,S,C,Southampton,1,1,young_adult,7.05,1
0,3,male,28.0,1,0,15.5,Q,C,Queenstown,2,0,young_adult,7.75,1
0,3,male,30.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,1
1,1,female,60.0,1,0,75.25,C,D,Cherbourg,2,0,adult,37.625,0
1,3,female,28.0,0,0,7.2292,C,C,Cherbourg,1,1,young_adult,7.2292,0
1,3,female,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,0
1,1,female,24.0,0,0,69.3,C,B,Cherbourg,1,1,young_adult,69.3,0
1,1,male,25.0,1,0,55.4417,C,E,Cherbourg,2,0,young_adult,27.72085,1
0,3,male,18.0,1,0,6.4958,S,C,Southampton,2,0,teen,3.2479,1
0,3,male,19.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,1,male,22.0,0,0,135.6333,C,C,Cherbourg,1,1,young_adult,135.6333,1
0,3,female,3.0,3,1,21.075,S,C,Southampton,5,0,child,4.215,0
1,1,female,28.0,1,0,82.1708,C,C,Cherbourg,2,0,young_adult,41.0854,0
1,3,female,22.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,0
0,1,male,27.0,0,2,211.5,C,C,Cherbourg,3,0,young_adult,70.5,1
0,3,male,20.0,0,0,4.0125,C,C,Cherbourg,1,1,young_adult,4.0125,1
0,3,male,19.0,0,0,7.775,S,C,Southampton,1,1,young_adult,7.775,1
1,1,female,42.0,0,0,227.525,C,C,Cherbourg,1,1,adult,227.525,0
1,3,female,1.0,0,2,15.7417,C,C,Cherbourg,3,0,child,5.247233333333333,0
0,3,male,32.0,0,0,7.925,S,C,Southampton,1,1,young_adult,7.925,1
1,1,female,35.0,1,0,52.0,S,C,Southampton,2,0,young_adult,26.0,0
0,3,male,28.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,2,male,18.0,0,0,73.5,S,C,Southampton,1,1,teen,73.5,1
0,3,male,1.0,5,2,46.9,S,C,Southampton,8,0,child,5.8625,1
1,2,female,36.0,0,0,13.0,S,C,Southampton,1,1,adult,13.0,0
0,3,male,28.0,0,0,7.7292,Q,C,Queenstown,1,1,young_adult,7.7292,1
1,2,female,17.0,0,0,12.0,C,C,Cherbourg,1,1,teen,12.0,0
1,1,male,36.0,1,2,120.0,S,B,Southampton,4,0,adult,30.0,1
1,3,male,21.0,0,0,7.7958,S,C,Southampton,1,1,young_adult,7.7958,1
0,3,male,28.0,2,0,7.925,S,C,Southampton,3,0,young_adult,2.6416666666666666,1
1,1,female,23.0,1,0,113.275,C,D,Cherbourg,2,0,young_adult,56.6375,0
1,3,female,24.0,0,2,16.7,S,G,Southampton,3,0,young_adult,5.566666666666666,0
0,3,male,22.0,0,0,7.7958,S,C,Southampton,1,1,young_adult,7.7958,1
0,3,female,31.0,0,0,7.8542,S,C,Southampton,1,1,young_adult,7.8542,0
0,2,male,46.0,0,0,26.0,S,C,Southampton,1,1,adult,26.0,1
0,2,male,23.0,0,0,10.5,S,C,Southampton,1,1,young_adult,10.5,1
1,2,female,28.0,0,0,12.65,S,C,Southampton,1,1,young_adult,12.65,0
1,3,male,39.0,0,0,7.925,S,C,Southampton,1,1,adult,7.925,1
0,3,male,26.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,female,21.0,1,0,9.825,S,C,Southampton,2,0,young_adult,4.9125,0
0,3,male,28.0,1,0,15.85,S,C,Southampton,2,0,young_adult,7.925,1
0,3,female,20.0,0,0,8.6625,S,C,Southampton,1,1,young_adult,8.6625,0
0,2,male,34.0,1,0,21.0,S,C,Southampton,2,0,young_adult,10.5,1
0,3,male,51.0,0,0,7.75,S,C,Southampton,1,1,adult,7.75,1
1,2,male,3.0,1,1,18.75,S,C,Southampton,3,0,child,6.25,1
0,3,male,21.0,0,0,7.775,S,C,Southampton,1,1,young_adult,7.775,1
0,3,female,28.0,3,1,25.4667,S,C,Southampton,5,0,young_adult,5.0933399999999995,0
0,3,male,28.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,3,male,28.0,0,0,6.8583,Q,C,Queenstown,1,1,young_adult,6.8583,1
1,1,female,33.0,1,0,90.0,Q,C,Queenstown,2,0,young_adult,45.0,0
0,2,male,28.0,0,0,0.0,S,C,Southampton,1,1,young_adult,0.0,1
1,3,male,44.0,0,0,7.925,S,C,Southampton,1,1,adult,7.925,1
0,3,female,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,0
1,2,female,34.0,1,1,32.5,S,C,Southampton,3,0,young_adult,10.833333333333334,0
1,2,female,18.0,0,2,13.0,S,C,Southampton,3,0,teen,4.333333333333333,0
0,2,male,30.0,0,0,13.0,S,C,Southampton,1,1,young_adult,13.0,1
0,3,female,10.0,0,2,24.15,S,C,Southampton,3,0,child,8.049999999999999,0
0,3,male,28.0,0,0,7.8958,C,C,Cherbourg,1,1,young_adult,7.8958,1
0,3,male,21.0,0,0,7.7333,Q,C,Queenstown,1,1,young_adult,7.7333,1
0,3,male,29.0,0,0,7.875,S,C,Southampton,1,1,young_adult,7.875,1
0,3,female,28.0,1,1,14.4,S,C,Southampton,3,0,young_adult,4.8,0
0,3,male,18.0,1,1,20.2125,S,C,Southampton,3,0,teen,6.7375,1
0,3,male,28.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,1
1,2,female,28.0,1,0,26.0,S,C,Southampton,2,0,young_adult,13.0,0
1,2,female,19.0,0,0,26.0,S,C,Southampton,1,1,young_adult,26.0,0
0,3,male,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,1
1,3,male,32.0,0,0,8.05,S,E,Southampton,1,1,young_adult,8.05,1
1,1,male,28.0,0,0,26.55,S,C,Southampton,1,1,young_adult,26.55,1
1,3,female,28.0,1,0,16.1,S,C,Southampton,2,0,young_adult,8.05,0
1,2,female,42.0,1,0,26.0,S,C,Southampton,2,0,adult,13.0,0
0,3,male,17.0,0,0,7.125,S,C,Southampton,1,1,teen,7.125,1
0,1,male,50.0,1,0,55.9,S,E,Southampton,2,0,adult,27.95,1
1,1,female,14.0,1,2,120.0,S,B,Southampton,4,0,teen,30.0,0
0,3,female,21.0,2,2,34.375,S,C,Southampton,5,0,young_adult,6.875,0
1,2,female,24.0,2,3,18.75,S,C,Southampton,6,0,young_adult,3.125,0
0,1,male,64.0,1,4,263.0,S,C,Southampton,6,0,senior,43.833333333333336,1
0,2,male,31.0,0,0,10.5,S,C,Southampton,1,1,young_adult,10.5,1
1,2,female,45.0,1,1,26.25,S,C,Southampton,3,0,adult,8.75,0
0,3,male,20.0,0,0,9.5,S,C,Southampton,1,1,young_adult,9.5,1
0,3,male,25.0,1,0,7.775,S,C,Southampton,2,0,young_adult,3.8875,1
1,2,female,28.0,0,0,13.0,S,C,Southampton,1,1,young_adult,13.0,0
1,3,male,28.0,0,0,8.1125,S,C,Southampton,1,1,young_adult,8.1125,1
1,1,male,4.0,0,2,81.8583,S,A,Southampton,3,0,child,27.2861,1
1,2,female,13.0,0,1,19.5,S,C,Southampton,2,0,teen,9.75,0
1,1,male,34.0,0,0,26.55,S,C,Southampton,1,1,young_adult,26.55,1
1,3,female,5.0,2,1,19.2583,C,C,Cherbourg,4,0,child,4.814575,0
1,1,male,52.0,0,0,30.5,S,C,Southampton,1,1,adult,30.5,1
0,2,male,36.0,1,2,27.75,S,C,Southampton,4,0,adult,6.9375,1
0,3,male,28.0,1,0,19.9667,S,C,Southampton,2,0,young_adult,9.98335,1
0,1,male,30.0,0,0,27.75,C,C,Cherbourg,1,1,young_adult,27.75,1
1,1,male,49.0,1,0,89.1042,C,C,Cherbourg,2,0,adult,44.5521,1
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
1,3,male,29.0,0,0,7.8958,C,C,Cherbourg,1,1,young_adult,7.8958,1
0,1,male,65.0,0,0,26.55,S,E,Southampton,1,1,senior,26.55,1
1,1,female,28.0,1,0,51.8625,S,D,Southampton,2,0,young_adult,25.93125,0
1,2,female,50.0,0,0,10.5,S,C,Southampton,1,1,adult,10.5,0
0,3,male,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,1
1,1,male,48.0,0,0,26.55,S,E,Southampton,1,1,adult,26.55,1
0,3,male,34.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,1,male,47.0,0,0,38.5,S,E,Southampton,1,1,adult,38.5,1
0,2,male,48.0,0,0,13.0,S,C,Southampton,1,1,adult,13.0,1
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,male,38.0,0,0,7.05,S,C,Southampton,1,1,adult,7.05,1
0,2,male,28.0,0,0,0.0,S,C,Southampton,1,1,young_adult,0.0,1
0,1,male,56.0,0,0,26.55,S,C,Southampton,1,1,adult,26.55,1
0,3,male,28.0,0,0,7.725,Q,C,Queenstown,1,1,young_adult,7.725,1
1,3,female,0.75,2,1,19.2583,C,C,Cherbourg,4,0,child,4.814575,0
0,3,male,28.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,1
0,3,male,38.0,0,0,8.6625,S,C,Southampton,1,1,adult,8.6625,1
1,2,female,33.0,1,2,27.75,S,C,Southampton,4,0,young_adult,6.9375,0
1,2,female,23.0,0,0,13.7917,C,D,Cherbourg,1,1,young_adult,13.7917,0
0,3,female,22.0,0,0,9.8375,S,C,Southampton,1,1,young_adult,9.8375,0
0,1,male,28.0,0,0,52.0,S,A,Southampton,1,1,young_adult,52.0,1
0,2,male,34.0,1,0,21.0,S,C,Southampton,2,0,young_adult,10.5,1
0,3,male,29.0,1,0,7.0458,S,C,Southampton,2,0,young_adult,3.5229,1
0,3,male,22.0,0,0,7.5208,S,C,Southampton,1,1,young_adult,7.5208,1
1,3,female,2.0,0,1,12.2875,S,C,Southampton,2,0,child,6.14375,0
0,3,male,9.0,5,2,46.9,S,C,Southampton,8,0,child,5.8625,1
0,2,male,28.0,0,0,0.0,S,C,Southampton,1,1,young_adult,0.0,1
0,3,male,50.0,0,0,8.05,S,C,Southampton,1,1,adult,8.05,1
1,3,female,63.0,0,0,9.5875,S,C,Southampton,1,1,senior,9.5875,0
1,1,male,25.0,1,0,91.0792,C,B,Cherbourg,2,0,young_adult,45.5396,1
0,3,female,28.0,3,1,25.4667,S,C,Southampton,5,0,young_adult,5.0933399999999995,0
1,1,female,35.0,1,0,90.0,S,C,Southampton,2,0,young_adult,45.0,0
0,1,male,58.0,0,0,29.7,C,B,Cherbourg,1,1,adult,29.7,1
0,3,male,30.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
1,3,male,9.0,1,1,15.9,S,C,Southampton,3,0,child,5.3,1
0,3,male,28.0,1,0,19.9667,S,C,Southampton,2,0,young_adult,9.98335,1
0,3,male,21.0,0,0,7.25,S,C,Southampton,1,1,young_adult,7.25,1
0,1,male,55.0,0,0,30.5,S,C,Southampton,1,1,adult,30.5,1
0,1,male,71.0,0,0,49.5042,C,C,Cherbourg,1,1,senior,49.5042,1
0,3,male,21.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,male,28.0,0,0,14.4583,C,C,Cherbourg,1,1,young_adult,14.4583,1
1,1,female,54.0,1,0,78.2667,C,D,Cherbourg,2,0,adult,39.13335,0
0,3,male,28.0,0,0,15.1,S,C,Southampton,1,1,young_adult,15.1,1
0,1,female,25.0,1,2,151.55,S,C,Southampton,4,0,young_adult,37.8875,0
0,3,male,24.0,0,0,7.7958,S,C,Southampton,1,1,young_adult,7.7958,1
0,3,male,17.0,0,0,8.6625,S,C,Southampton,1,1,teen,8.6625,1
0,3,female,21.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,0
0,3,female,28.0,0,0,7.6292,Q,C,Queenstown,1,1,young_adult,7.6292,0
0,3,female,37.0,0,0,9.5875,S,C,Southampton,1,1,adult,9.5875,0
1,1,female,16.0,0,0,86.5,S,B,Southampton,1,1,teen,86.5,0
0,1,male,18.0,1,0,108.9,C,C,Cherbourg,2,0,teen,54.45,1
1,2,female,33.0,0,2,26.0,S,C,Southampton,3,0,young_adult,8.666666666666666,0
1,1,male,28.0,0,0,26.55,S,C,Southampton,1,1,young_adult,26.55,1
0,3,male,28.0,0,0,22.525,S,C,Southampton,1,1,young_adult,22.525,1
1,3,male,26.0,0,0,56.4958,S,C,Southampton,1,1,young_adult,56.4958,1
1,3,male,29.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,1
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
1,1,male,36.0,0,0,26.2875,S,E,Southampton,1,1,adult,26.2875,1
1,1,female,54.0,1,0,59.4,C,C,Cherbourg,2,0,adult,29.7,0
0,3,male,24.0,0,0,7.4958,S,C,Southampton,1,1,young_adult,7.4958,1
0,1,male,47.0,0,0,34.0208,S,D,Southampton,1,1,adult,34.0208,1
1,2,female,34.0,0,0,10.5,S,F,Southampton,1,1,young_adult,10.5,0
0,3,male,28.0,0,0,24.15,Q,C,Queenstown,1,1,young_adult,24.15,1
1,2,female,36.0,1,0,26.0,S,C,Southampton,2,0,adult,13.0,0
0,3,male,32.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
1,1,female,30.0,0,0,93.5,S,B,Southampton,1,1,young_adult,93.5,0
0,3,male,22.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,3,male,28.0,0,0,7.225,C,C,Cherbourg,1,1,young_adult,7.225,1
1,1,female,44.0,0,1,57.9792,C,B,Cherbourg,2,0,adult,28.9896,0
0,3,male,28.0,0,0,7.2292,C,C,Cherbourg,1,1,young_adult,7.2292,1
0,3,male,40.5,0,0,7.75,Q,C,Queenstown,1,1,adult,7.75,1
1,2,female,50.0,0,0,10.5,S,C,Southampton,1,1,adult,10.5,0
0,1,male,28.0,0,0,221.7792,S,C,Southampton,1,1,young_adult,221.7792,1
0,3,male,39.0,0,0,7.925,S,C,Southampton,1,1,adult,7.925,1
0,2,male,23.0,2,1,11.5,S,C,Southampton,4,0,young_adult,2.875,1
1,2,female,2.0,1,1,26.0,S,C,Southampton,3,0,child,8.666666666666666,0
0,3,male,28.0,0,0,7.2292,C,C,Cherbourg,1,1,young_adult,7.2292,1
0,3,male,17.0,1,1,7.2292,C,C,Cherbourg,3,0,teen,2.409733333333333,1
1,3,female,28.0,0,2,22.3583,C,C,Cherbourg,3,0,young_adult,7.452766666666666,0
0,3,female,30.0,0,0,8.6625,S,C,Southampton,1,1,young_adult,8.6625,0
1,2,female,7.0,0,2,26.25,S,C,Southampton,3,0,child,8.75,0
0,1,male,45.0,0,0,26.55,S,B,Southampton,1,1,adult,26.55,1
1,1,female,30.0,0,0,106.425,C,C,Cherbourg,1,1,young_adult,106.425,0
0,3,male,28.0,0,0,14.5,S,C,Southampton,1,1,young_adult,14.5,1
1,1,female,22.0,0,2,49.5,C,B,Cherbourg,3,0,young_adult,16.5,0
1,1,female,36.0,0,2,71.0,S,B,Southampton,3,0,adult,23.666666666666668,0
0,3,female,9.0,4,2,31.275,S,C,Southampton,7,0,child,4.4678571428571425,0
0,3,female,11.0,4,2,31.275,S,C,Southampton,7,0,child,4.4678571428571425,0
1,2,male,32.0,1,0,26.0,S,C,Southampton,2,0,young_adult,13.0,1
0,1,male,50.0,1,0,106.425,C,C,Cherbourg,2,0,adult,53.2125,1
0,1,male,64.0,0,0,26.0,S,C,Southampton,1,1,senior,26.0,1
1,2,female,19.0,1,0,26.0,S,C,Southampton,2,0,young_adult,13.0,0
1,2,male,28.0,0,0,13.8625,C,C,Cherbourg,1,1,young_adult,13.8625,1
0,3,male,33.0,1,1,20.525,S,C,Southampton,3,0,young_adult,6.841666666666666,1
1,2,male,8.0,1,1,36.75,S,C,Southampton,3,0,child,12.25,1
1,1,male,17.0,0,2,110.8833,C,C,Cherbourg,3,0,teen,36.9611,1
0,2,male,27.0,0,0,26.0,S,C,Southampton,1,1,young_adult,26.0,1
0,3,male,28.0,0,0,7.8292,Q,C,Queenstown,1,1,young_adult,7.8292,1
1,3,male,22.0,0,0,7.225,C,C,Cherbourg,1,1,young_adult,7.225,1
1,3,female,22.0,0,0,7.775,S,C,Southampton,1,1,young_adult,7.775,0
0,1,male,62.0,0,0,26.55,S,C,Southampton,1,1,senior,26.55,1
1,1,female,48.0,1,0,39.6,C,A,Cherbourg,2,0,adult,19.8,0
0,1,male,28.0,0,0,227.525,C,C,Cherbourg,1,1,young_adult,227.525,1
1,1,female,39.0,1,1,79.65,S,E,Southampton,3,0,adult,26.55,0
1,3,female,36.0,1,0,17.4,S,C,Southampton,2,0,adult,8.7,0
0,3,male,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,1
0,3,male,40.0,0,0,7.8958,S,C,Southampton,1,1,adult,7.8958,1
0,2,male,28.0,0,0,13.5,S,C,Southampton,1,1,young_adult,13.5,1
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,female,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,0
0,3,male,24.0,2,0,24.15,S,C,Southampton,3,0,young_adult,8.049999999999999,1
0,3,male,19.0,0,0,7.8958,S,C,Southampton,1,1,young_adult,7.8958,1
0,3,female,29.0,0,4,21.075,S,C,Southampton,5,0,young_adult,4.215,0
0,3,male,28.0,0,0,7.2292,C,C,Cherbourg,1,1,young_adult,7.2292,1
1,3,male,32.0,0,0,7.8542,S,C,Southampton,1,1,young_adult,7.8542,1
1,2,male,62.0,0,0,10.5,S,C,Southampton,1,1,senior,10.5,1
1,1,female,53.0,2,0,51.4792,S,C,Southampton,3,0,adult,17.15973333333333,0
1,1,male,36.0,0,0,26.3875,S,E,Southampton,1,1,adult,26.3875,1
1,3,female,28.0,0,0,7.75,Q,C,Queenstown,1,1,young_adult,7.75,0
0,3,male,16.0,0,0,8.05,S,C,Southampton,1,1,teen,8.05,1
0,3,male,19.0,0,0,14.5,S,C,Southampton,1,1,young_adult,14.5,1
1,2,female,34.0,0,0,13.0,S,C,Southampton,1,1,young_adult,13.0,0
1,1,female,39.0,1,0,55.9,S,E,Southampton,2,0,adult,27.95,0
0,3,female,28.0,1,0,14.4583,C,C,Cherbourg,2,0,young_adult,7.22915,0
1,3,male,32.0,0,0,7.925,S,C,Southampton,1,1,young_adult,7.925,1
1,2,female,25.0,1,1,30.0,S,C,Southampton,3,0,young_adult,10.0,0
1,1,female,39.0,1,1,110.8833,C,C,Cherbourg,3,0,adult,36.9611,0
0,2,male,54.0,0,0,26.0,S,C,Southampton,1,1,adult,26.0,1
0,1,male,36.0,0,0,40.125,C,A,Cherbourg,1,1,adult,40.125,1
0,3,male,28.0,0,0,8.7125,C,C,Cherbourg,1,1,young_adult,8.7125,1
1,1,female,18.0,0,2,79.65,S,E,Southampton,3,0,teen,26.55,0
0,2,male,47.0,0,0,15.0,S,C,Southampton,1,1,adult,15.0,1
1,1,male,60.0,1,1,79.2,C,B,Cherbourg,3,0,adult,26.400000000000002,1
0,3,male,22.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,male,28.0,0,0,8.05,S,C,Southampton,1,1,young_adult,8.05,1
0,3,male,35.0,0,0,7.125,S,C,Southampton,1,1,young_adult,7.125,1
1,1,female,52.0,1,0,78.2667,C,D,Cherbourg,2,0,adult,39.13335,0
